model,tier,run_number,start_datetime,end_datetime,samples_processed,failed_calls,total_batch_time_seconds,total_api_time_seconds,avg_api_call_seconds,total_input_tokens,total_output_tokens,total_tokens,throughput_tokens_per_second,source_file
open-mistral-nemo,free,75,2025-11-22 08:30:36,2025-11-22 08:45:47,100,0,911,911,9.11,8117,167585,175702,183.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,76,2025-11-22 09:15:48,2025-11-22 09:30:46,100,0,898,898,8.99,8117,165771,173888,184.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,77,2025-11-22 10:00:47,2025-11-22 10:16:17,100,0,930,930,9.31,8117,170172,178289,182.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,78,2025-11-22 10:46:17,2025-11-22 11:01:03,100,0,886,886,8.87,8117,163880,171997,184.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,79,2025-11-22 11:31:04,2025-11-22 11:45:59,100,0,895,895,8.96,8117,167179,175296,186.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,80,2025-11-22 12:16:00,2025-11-22 12:31:52,100,0,952,952,9.53,8117,169598,177715,178.0,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,81,2025-11-22 13:01:53,2025-11-22 13:17:32,100,0,939,939,9.39,8117,166517,174634,177.3,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,82,2025-11-22 13:47:32,2025-11-22 14:03:10,100,0,939,938,9.39,8117,171693,179810,182.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,83,2025-11-22 14:33:11,2025-11-22 14:48:40,100,0,929,929,9.30,8117,166366,174483,178.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,84,2025-11-22 15:18:41,2025-11-22 15:33:57,100,0,916,916,9.17,8117,162862,170979,177.6,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,85,2025-11-22 16:03:58,2025-11-22 16:18:58,100,0,900,900,9.01,8117,169737,177854,188.5,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,86,2025-11-22 16:48:59,2025-11-22 17:04:16,100,0,917,917,9.18,8117,173948,182065,189.5,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,87,2025-11-22 17:34:17,2025-11-22 17:49:14,100,0,897,897,8.97,8117,170279,178396,189.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,88,2025-11-22 18:19:14,2025-11-22 18:34:16,100,0,902,902,9.02,8117,170323,178440,188.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,89,2025-11-22 19:04:16,2025-11-22 19:19:57,100,0,941,941,9.42,8117,168156,176273,178.6,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,90,2025-11-22 19:49:58,2025-11-22 20:06:04,100,0,966,966,9.66,8117,165176,173293,170.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,1,2025-11-10 10:48:49,2025-11-10 11:06:35,96,4,3781,1066,11.11,7877,153109,160986,143.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,2,2025-11-10 12:21:50,2025-11-10 12:40:24,99,1,2014,1114,11.26,8002,170680,178682,153.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,3,2025-11-10 13:25:25,2025-11-10 13:43:58,100,0,1113,1113,11.14,8117,159786,167903,143.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,4,2025-11-10 14:13:58,2025-11-10 14:31:02,99,1,1924,1024,10.35,7982,155939,163921,152.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,5,2025-11-10 15:16:03,2025-11-10 15:34:39,100,0,1116,1116,11.17,8117,165847,173964,148.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,6,2025-11-10 16:04:39,2025-11-10 16:25:07,100,0,1228,1228,12.28,8117,169009,177126,137.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,7,2025-11-10 16:55:08,2025-11-10 17:14:40,100,0,1172,1172,11.73,8117,167268,175385,142.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,8,2025-11-10 17:44:40,2025-11-10 18:04:05,100,0,1165,1165,11.65,8117,165452,173569,142.0,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,9,2025-11-10 18:34:06,2025-11-10 18:51:58,100,0,1072,1072,10.72,8117,166230,174347,155.0,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,10,2025-11-10 19:21:58,2025-11-10 19:40:49,100,0,1131,1131,11.31,8117,162702,170819,143.8,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,11,2025-11-10 20:10:49,2025-11-10 20:30:40,100,0,1191,1191,11.92,8117,176541,184658,148.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,12,2025-11-10 21:00:41,2025-11-10 21:20:27,100,0,1186,1186,11.86,8117,169801,177918,143.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,13,2025-11-10 21:50:28,2025-11-10 22:08:58,99,1,1114,1110,11.21,7987,172666,180653,155.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,14,2025-11-10 22:39:02,2025-11-10 22:57:32,100,0,1110,1110,11.11,8117,161651,169768,145.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,15,2025-11-10 23:27:33,2025-11-10 23:47:17,100,0,1184,1184,11.85,8117,169735,177852,143.3,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,16,2025-11-11 00:17:18,2025-11-11 00:35:18,100,0,1080,1080,10.80,8117,161267,169384,149.3,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,17,2025-11-11 01:05:18,2025-11-11 01:24:35,100,0,1157,1157,11.58,8117,168276,176393,145.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,18,2025-11-11 01:54:36,2025-11-11 02:12:33,100,0,1077,1077,10.78,8117,161056,169173,149.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,19,2025-11-11 02:42:33,2025-11-11 03:00:55,100,0,1102,1102,11.03,8117,170054,178171,154.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,20,2025-11-11 03:30:56,2025-11-11 03:48:38,100,0,1062,1062,10.63,8117,178332,186449,167.8,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,21,2025-11-11 04:18:39,2025-11-11 04:37:46,100,0,1147,1147,11.47,8117,176210,184327,153.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,22,2025-11-11 05:07:47,2025-11-11 05:25:34,100,0,1067,1067,10.67,8117,165871,173988,155.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,23,2025-11-11 05:55:34,2025-11-11 06:14:33,100,0,1139,1139,11.39,8117,177035,185152,155.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,24,2025-11-11 06:44:33,2025-11-11 07:02:37,100,0,1084,1084,10.84,8117,174208,182325,160.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,25,2025-11-11 07:32:38,2025-11-11 07:50:05,100,0,1047,1047,10.48,8117,173549,181666,165.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,26,2025-11-11 08:20:05,2025-11-11 08:39:00,100,0,1135,1135,11.36,8117,172522,180639,151.9,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,27,2025-11-11 09:09:01,2025-11-11 09:28:08,100,0,1147,1147,11.47,8117,170879,178996,148.9,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,28,2025-11-11 09:58:09,2025-11-11 10:17:02,100,0,1133,1133,11.34,8117,177894,186011,156.9,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,29,2025-11-11 10:47:03,2025-11-11 11:05:15,100,0,1092,1092,10.93,8117,172149,180266,157.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,30,2025-11-11 11:35:16,2025-11-11 11:52:59,100,0,1063,1063,10.64,8117,167084,175201,157.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,31,2025-11-11 12:22:59,2025-11-11 12:42:43,100,0,1184,1184,11.85,8117,175829,183946,148.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,32,2025-11-11 13:12:44,2025-11-11 13:29:43,100,0,1019,1019,10.20,8117,158884,167001,155.8,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,33,2025-11-11 13:59:44,2025-11-11 14:18:00,100,0,1096,1096,10.96,8117,164818,172935,150.3,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,34,2025-11-11 14:48:00,2025-11-11 15:07:08,100,0,1148,1148,11.49,8117,177712,185829,154.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,35,2025-11-11 15:37:09,2025-11-11 15:54:54,100,0,1065,1065,10.66,8117,171210,179327,160.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,36,2025-11-11 16:24:55,2025-11-11 16:42:50,100,0,1075,1075,10.75,8117,166539,174656,154.9,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,37,2025-11-11 17:12:51,2025-11-11 17:31:33,100,0,1122,1122,11.22,8117,163627,171744,145.8,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,38,2025-11-11 18:01:33,2025-11-11 18:23:25,100,0,1312,1312,13.12,8117,173327,181444,132.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,39,2025-11-11 18:53:25,2025-11-11 19:11:52,100,0,1107,1107,11.07,8117,164798,172915,148.8,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,40,2025-11-11 19:41:53,2025-11-11 20:01:00,100,0,1147,1147,11.47,8117,166625,174742,145.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,41,2025-11-11 20:31:00,2025-11-11 20:49:41,100,0,1121,1121,11.21,8117,172302,180419,153.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,42,2025-11-11 21:19:42,2025-11-11 21:38:37,100,0,1135,1135,11.35,8117,164927,173044,145.3,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,43,2025-11-11 22:08:37,2025-11-11 22:25:40,100,0,1023,1023,10.24,8117,162521,170638,158.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,44,2025-11-11 22:55:41,2025-11-11 23:13:27,100,0,1066,1066,10.67,8117,168829,176946,158.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,45,2025-11-11 23:43:28,2025-11-12 00:00:59,100,0,1051,1051,10.51,8117,165611,173728,157.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,46,2025-11-12 00:31:00,2025-11-12 00:48:55,100,0,1075,1075,10.76,8117,168564,176681,156.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,47,2025-11-12 01:18:55,2025-11-12 01:36:51,100,0,1076,1076,10.76,8117,172817,180934,160.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,48,2025-11-12 02:06:52,2025-11-12 02:24:10,100,0,1038,1038,10.39,8117,172654,180771,166.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,49,2025-11-12 02:54:10,2025-11-12 03:11:03,100,0,1013,1013,10.13,8117,160167,168284,158.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,50,2025-11-12 03:41:04,2025-11-12 03:58:21,100,0,1037,1037,10.37,8117,161276,169393,155.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,51,2025-11-12 04:28:21,2025-11-12 04:46:57,100,0,1116,1116,11.16,8117,184904,193021,165.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,52,2025-11-12 05:16:58,2025-11-12 05:34:03,100,0,1025,1025,10.26,8117,162076,170193,158.0,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,53,2025-11-12 06:04:04,2025-11-12 06:21:20,100,0,1036,1036,10.37,8117,166875,174992,161.0,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,54,2025-11-12 06:51:20,2025-11-12 07:09:18,100,0,1078,1078,10.79,8117,174723,182840,162.0,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,55,2025-11-12 07:39:19,2025-11-12 07:55:48,100,0,989,989,9.89,8117,160923,169040,162.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,56,2025-11-12 08:25:49,2025-11-12 08:43:22,100,0,1053,1053,10.53,8117,170007,178124,161.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,57,2025-11-12 09:13:22,2025-11-12 09:30:48,100,0,1046,1046,10.47,8117,163191,171308,155.9,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,58,2025-11-12 10:00:49,2025-11-12 10:18:03,100,0,1034,1034,10.34,8117,160241,168358,154.9,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,59,2025-11-12 10:48:03,2025-11-12 11:06:33,100,0,1110,1110,11.10,8117,171300,179417,154.3,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,60,2025-11-12 11:36:33,2025-11-12 11:54:38,100,0,1085,1085,10.86,8117,168359,176476,155.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,61,2025-11-12 12:24:39,2025-11-12 12:42:12,100,0,1053,1053,10.54,8117,167469,175586,158.9,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,62,2025-11-12 13:12:13,2025-11-12 13:29:40,100,0,1047,1047,10.48,8117,159788,167905,152.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,63,2025-11-12 13:59:41,2025-11-12 14:17:17,98,2,1082,1056,10.78,7869,155762,163631,147.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,64,2025-11-12 14:47:43,2025-11-12 15:07:10,100,0,1167,1167,11.67,8117,172289,180406,147.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,65,2025-11-12 15:37:11,2025-11-12 15:56:30,100,0,1159,1159,11.59,8117,169489,177606,146.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,66,2025-11-12 16:26:30,2025-11-12 16:44:21,100,0,1071,1071,10.71,8117,161122,169239,150.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,67,2025-11-12 17:14:21,2025-11-12 17:31:54,100,0,1053,1053,10.53,8117,163760,171877,155.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,68,2025-11-12 18:01:54,2025-11-12 18:20:10,100,0,1096,1096,10.97,8117,170269,178386,155.3,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,69,2025-11-12 18:50:11,2025-11-12 19:10:18,100,0,1207,1207,12.07,8117,173502,181619,143.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,70,2025-11-12 19:40:18,2025-11-12 19:58:11,100,0,1073,1073,10.74,8117,169918,178035,158.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,71,2025-11-12 20:28:13,2025-11-12 20:47:01,100,0,1128,1128,11.28,8117,174453,182570,154.6,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,72,2025-11-12 21:17:01,2025-11-12 21:35:58,100,0,1137,1137,11.38,8117,162982,171099,143.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,73,2025-11-12 22:05:59,2025-11-12 22:24:51,100,0,1132,1132,11.32,8117,166112,174229,146.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,74,2025-11-12 22:54:51,2025-11-12 23:13:34,100,0,1123,1123,11.23,8117,161116,169233,143.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,75,2025-11-12 23:43:35,2025-11-13 00:01:08,100,0,1053,1053,10.53,8117,170925,179042,162.3,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,76,2025-11-13 00:31:08,2025-11-13 00:48:01,100,0,1013,1013,10.14,8117,163901,172018,161.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,77,2025-11-13 01:18:02,2025-11-13 01:36:29,100,0,1107,1107,11.08,8117,172465,180582,155.7,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,78,2025-11-13 02:06:30,2025-11-13 02:24:08,100,0,1058,1058,10.59,8117,167675,175792,158.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,79,2025-11-13 02:54:09,2025-11-13 03:12:28,100,0,1099,1099,10.99,8117,169399,177516,154.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,80,2025-11-13 03:42:28,2025-11-13 03:59:09,100,0,1001,1001,10.02,8117,158798,166915,158.5,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,81,2025-11-13 04:29:10,2025-11-13 04:46:45,100,0,1055,1055,10.56,8117,160715,168832,152.2,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,82,2025-11-13 05:16:46,2025-11-13 05:34:44,100,0,1078,1078,10.79,8117,170150,178267,157.8,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,83,2025-11-13 06:04:44,2025-11-13 06:22:19,100,0,1055,1055,10.56,8117,168893,177010,160.0,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,84,2025-11-13 06:52:20,2025-11-13 07:09:49,100,0,1049,1049,10.49,8117,160414,168531,152.9,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,85,2025-11-13 07:39:49,2025-11-13 07:56:44,100,0,1015,1015,10.15,8117,163570,171687,161.1,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,86,2025-11-13 08:26:45,2025-11-13 08:44:20,100,0,1055,1055,10.55,8117,167119,175236,158.4,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,87,2025-11-13 09:14:20,2025-11-13 09:32:17,100,0,1077,1077,10.77,8117,163539,171656,151.8,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,free,88,2025-11-13 10:02:18,2025-11-13 10:20:46,100,0,1108,1108,11.08,8117,168408,176525,152.0,open-mistral-nemo_scheduled_2289084.out
open-mistral-nemo,paid,1,2025-11-16 21:10:51,2025-11-16 21:28:38,100,0,1067,1067,10.67,8117,164817,172934,154.4,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,2,2025-11-16 21:58:38,2025-11-16 22:16:36,100,0,1078,1078,10.78,8117,161034,169151,149.3,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,3,2025-11-16 22:46:36,2025-11-16 23:05:20,100,0,1124,1124,11.24,8117,169464,177581,150.7,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,4,2025-11-16 23:35:21,2025-11-16 23:53:26,100,0,1085,1085,10.86,8117,167210,175327,154.0,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,5,2025-11-17 00:23:27,2025-11-17 00:40:58,100,0,1051,1051,10.51,8117,167115,175232,159.0,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,6,2025-11-17 01:10:58,2025-11-17 01:28:56,100,0,1078,1078,10.78,8117,162654,170771,150.9,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,7,2025-11-17 01:58:56,2025-11-17 02:16:00,99,1,1047,1024,10.35,7985,155299,163284,151.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,8,2025-11-17 02:46:24,2025-11-17 03:04:34,100,0,1090,1090,10.91,8117,178250,186367,163.4,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,9,2025-11-17 03:34:35,2025-11-17 03:54:05,100,0,1170,1170,11.71,8117,178799,186916,152.7,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,10,2025-11-17 04:24:06,2025-11-17 04:41:41,100,0,1055,1055,10.55,8117,160441,168558,152.0,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,11,2025-11-17 05:11:41,2025-11-17 05:30:19,100,0,1118,1118,11.19,8117,168674,176791,150.7,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,12,2025-11-17 06:00:20,2025-11-17 06:17:55,100,0,1055,1055,10.55,8117,161559,169676,153.1,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,13,2025-11-17 06:47:56,2025-11-17 07:06:13,100,0,1097,1097,10.98,8117,163608,171725,149.0,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,14,2025-11-17 07:36:14,2025-11-17 07:54:22,100,0,1088,1088,10.89,8117,170385,178502,156.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,15,2025-11-17 08:24:23,2025-11-17 08:42:43,100,0,1100,1100,11.01,8117,164414,172531,149.4,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,16,2025-11-17 09:12:44,2025-11-17 09:32:13,100,0,1169,1169,11.69,8117,171302,179419,146.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,17,2025-11-17 10:02:13,2025-11-17 10:20:31,100,0,1098,1098,10.99,8117,165803,173920,150.9,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,18,2025-11-17 10:50:32,2025-11-17 11:12:22,100,0,1310,1310,13.10,8117,173986,182103,132.8,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,19,2025-11-17 11:42:22,2025-11-17 11:59:57,100,0,1055,1055,10.56,8117,158658,166775,150.3,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,20,2025-11-17 12:29:58,2025-11-17 12:48:47,100,0,1129,1129,11.30,8117,167924,176041,148.7,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,21,2025-11-17 13:18:47,2025-11-17 13:37:14,100,0,1107,1107,11.08,8117,159767,167884,144.2,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,22,2025-11-17 14:07:15,2025-11-17 14:27:00,100,0,1185,1185,11.85,8117,168187,176304,141.9,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,23,2025-11-17 14:57:01,2025-11-17 15:14:30,100,0,1049,1049,10.49,8117,157916,166033,150.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,24,2025-11-17 15:44:30,2025-11-17 16:03:36,100,0,1146,1146,11.46,8117,161637,169754,141.0,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,25,2025-11-17 16:33:36,2025-11-17 16:55:42,100,0,1326,1326,13.27,8117,175815,183932,132.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,26,2025-11-17 17:25:43,2025-11-17 17:44:59,100,0,1156,1156,11.56,8117,157239,165356,136.0,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,27,2025-11-17 18:14:59,2025-11-17 18:34:18,100,0,1159,1159,11.60,8117,171084,179201,147.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,28,2025-11-17 19:04:19,2025-11-17 19:22:58,100,0,1119,1119,11.19,8117,166456,174573,148.7,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,29,2025-11-17 19:52:58,2025-11-17 20:13:53,100,0,1255,1255,12.55,8117,175884,184001,140.1,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,30,2025-11-17 20:43:53,2025-11-17 21:02:57,100,0,1144,1144,11.45,8117,167991,176108,146.8,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,31,2025-11-17 21:32:58,2025-11-17 21:52:06,100,0,1148,1148,11.48,8117,166847,174964,145.3,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,32,2025-11-17 22:22:07,2025-11-17 22:41:46,100,0,1179,1179,11.79,8117,167040,175157,141.7,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,33,2025-11-17 23:11:46,2025-11-17 23:30:24,100,0,1118,1118,11.18,8117,165603,173720,148.1,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,34,2025-11-18 00:00:24,2025-11-18 00:20:25,100,0,1201,1201,12.02,8117,161626,169743,134.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,35,2025-11-18 00:50:26,2025-11-18 01:15:08,100,0,1482,1482,14.82,8117,161547,169664,109.0,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,36,2025-11-18 01:45:08,2025-11-18 02:05:14,100,0,1206,1206,12.06,8117,160609,168726,133.1,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,37,2025-11-18 02:35:15,2025-11-18 02:54:40,100,0,1165,1165,11.66,8117,161753,169870,138.7,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,38,2025-11-18 03:24:41,2025-11-18 03:43:03,100,0,1102,1102,11.03,8117,169415,177532,153.6,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,39,2025-11-18 04:13:03,2025-11-18 04:30:31,100,0,1048,1048,10.48,8117,165345,173462,157.8,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,40,2025-11-18 05:00:31,2025-11-18 05:19:39,100,0,1148,1148,11.49,8117,164103,172220,142.8,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,41,2025-11-18 05:49:40,2025-11-18 06:09:38,100,0,1198,1198,11.98,8117,170365,178482,142.2,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,42,2025-11-18 06:39:39,2025-11-18 06:59:38,100,0,1199,1199,12.00,8117,174590,182707,145.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,43,2025-11-18 07:29:38,2025-11-18 07:46:27,100,0,1009,1009,10.10,8117,159036,167153,157.5,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,44,2025-11-18 08:16:28,2025-11-18 08:36:12,100,0,1184,1184,11.84,8117,165482,173599,139.8,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,45,2025-11-18 09:06:12,2025-11-18 09:28:42,100,0,1350,1350,13.50,8117,175342,183459,129.9,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,46,2025-11-18 09:58:43,2025-11-18 10:20:11,100,0,1288,1288,12.89,8117,180327,188444,139.9,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,47,2025-11-18 10:50:12,2025-11-18 11:12:48,100,0,1356,1356,13.56,8117,170049,178166,125.4,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,48,2025-11-18 11:42:48,2025-11-18 12:04:12,100,0,1284,1284,12.85,8117,176431,184548,137.3,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,49,2025-11-18 12:34:12,2025-11-18 12:53:23,100,0,1151,1151,11.51,8117,159611,167728,138.6,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,50,2025-11-18 13:23:24,2025-11-18 13:42:20,100,0,1136,1136,11.36,8117,163611,171728,144.0,open-mistral-nemo_scheduled_paid2_2306553.out
open-mistral-nemo,paid,51,2025-11-18 14:12:20,2025-11-18 14:31:19,100,0,1139,1139,11.39,8117,165781,173898,145.5,open-mistral-nemo_scheduled_paid2_2306553.out
