model,tier,run_number,start_datetime,end_datetime,samples_processed,failed_calls,total_batch_time_seconds,total_api_time_seconds,avg_api_call_seconds,total_input_tokens,total_output_tokens,total_tokens,throughput_tokens_per_second,source_file
open-mistral-7b,paid,6,2025-11-17 00:36:46,2025-11-17 00:48:08,100,0,682,682,6.82,8923,103578,112501,151.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,7,2025-11-17 01:18:08,2025-11-17 01:28:44,100,0,636,636,6.36,8923,91348,100271,143.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,8,2025-11-17 01:58:44,2025-11-17 02:08:52,100,0,608,608,6.08,8923,91140,100063,149.9,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,9,2025-11-17 02:38:53,2025-11-17 02:49:33,100,0,640,640,6.41,8923,94715,103638,147.9,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,10,2025-11-17 03:19:33,2025-11-17 03:32:36,100,0,783,783,7.84,8923,117171,126094,149.5,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,11,2025-11-17 04:02:37,2025-11-17 04:12:54,100,0,617,617,6.17,8923,92222,101145,149.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,12,2025-11-17 04:42:54,2025-11-17 04:54:46,100,0,712,712,7.12,8923,94808,103731,133.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,13,2025-11-17 05:24:47,2025-11-17 05:35:46,100,0,659,659,6.60,8923,95504,104427,144.7,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,14,2025-11-17 06:05:47,2025-11-17 06:16:44,100,0,657,657,6.57,8923,96962,105885,147.5,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,15,2025-11-17 06:46:44,2025-11-17 06:57:18,100,0,634,634,6.35,8923,93101,102024,146.7,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,16,2025-11-17 07:27:19,2025-11-17 07:38:23,100,0,664,664,6.64,8923,93365,102288,140.5,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,17,2025-11-17 08:08:23,2025-11-17 08:18:35,100,0,612,612,6.13,8923,91996,100919,150.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,18,2025-11-17 08:48:36,2025-11-17 08:59:53,100,0,677,677,6.77,8923,96414,105337,142.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,19,2025-11-17 09:29:53,2025-11-17 09:41:33,100,0,700,700,7.01,8923,93022,101945,132.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,20,2025-11-17 10:11:34,2025-11-17 10:23:31,100,0,717,717,7.18,8923,106280,115203,148.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,21,2025-11-17 10:53:32,2025-11-17 11:04:58,100,0,686,686,6.86,8923,100220,109143,146.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,22,2025-11-17 11:34:58,2025-11-17 11:45:34,100,0,636,636,6.37,8923,93978,102901,147.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,23,2025-11-17 12:15:35,2025-11-17 12:26:13,100,0,638,638,6.38,8923,96226,105149,150.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,24,2025-11-17 12:56:13,2025-11-17 13:06:48,100,0,635,635,6.36,8923,91536,100459,144.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,25,2025-11-17 13:36:49,2025-11-17 13:48:08,100,0,679,679,6.80,8923,98757,107680,145.3,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,26,2025-11-17 14:18:09,2025-11-17 14:28:39,100,0,630,630,6.31,8923,94319,103242,149.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,27,2025-11-17 14:58:40,2025-11-17 15:09:02,100,0,622,622,6.23,8923,93478,102401,150.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,28,2025-11-17 15:39:03,2025-11-17 15:51:37,100,0,754,754,7.54,8923,112820,121743,149.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,29,2025-11-17 16:21:37,2025-11-17 16:33:22,100,0,705,705,7.05,8923,104336,113259,148.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,30,2025-11-17 17:03:22,2025-11-17 17:14:19,100,0,657,657,6.57,8923,96704,105627,147.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,31,2025-11-17 17:44:19,2025-11-17 17:54:54,100,0,635,635,6.36,8923,94018,102941,147.9,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,32,2025-11-17 18:24:55,2025-11-17 18:37:48,100,0,773,773,7.74,8923,109875,118798,142.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,33,2025-11-17 19:07:49,2025-11-17 19:18:34,100,0,645,645,6.46,8923,92656,101579,143.5,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,34,2025-11-17 19:48:35,2025-11-17 19:59:04,100,0,629,629,6.29,8923,91905,100828,146.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,35,2025-11-17 20:29:04,2025-11-17 20:41:21,100,0,737,737,7.38,8923,103639,112562,140.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,36,2025-11-17 21:11:22,2025-11-17 21:22:09,100,0,647,647,6.48,8923,94522,103445,145.9,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,37,2025-11-17 21:52:10,2025-11-17 22:04:09,100,0,719,719,7.20,8923,100925,109848,140.2,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,38,2025-11-17 22:34:10,2025-11-17 22:45:30,100,0,680,680,6.81,8923,95397,104320,140.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,39,2025-11-17 23:15:31,2025-11-17 23:26:21,100,0,650,650,6.51,8923,93932,102855,144.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,40,2025-11-17 23:56:21,2025-11-18 00:08:21,100,0,720,720,7.21,8923,100466,109389,139.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,41,2025-11-18 00:38:22,2025-11-18 00:49:07,100,0,645,645,6.46,8923,91135,100058,141.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,42,2025-11-18 01:19:08,2025-11-18 01:30:17,100,0,669,669,6.70,8923,96722,105645,144.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,43,2025-11-18 02:00:18,2025-11-18 02:12:22,100,0,724,724,7.24,8923,105756,114679,146.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,44,2025-11-18 02:42:22,2025-11-18 02:53:45,100,0,683,683,6.83,8923,100736,109659,147.5,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,45,2025-11-18 03:23:45,2025-11-18 03:34:48,100,0,663,663,6.63,8923,97281,106204,146.7,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,46,2025-11-18 04:04:48,2025-11-18 04:16:04,100,0,676,676,6.76,8923,99276,108199,146.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,47,2025-11-18 04:46:05,2025-11-18 04:57:31,100,0,686,686,6.86,8923,100922,109845,147.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,48,2025-11-18 05:27:31,2025-11-18 05:38:24,100,0,653,653,6.53,8923,94522,103445,144.7,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,49,2025-11-18 06:08:24,2025-11-18 06:19:39,100,0,675,675,6.75,8923,100430,109353,148.7,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,50,2025-11-18 06:49:40,2025-11-18 07:00:51,100,0,671,671,6.71,8923,97069,105992,144.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,51,2025-11-18 07:30:51,2025-11-18 07:42:06,100,0,675,675,6.75,8923,96061,104984,142.2,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,52,2025-11-18 08:12:06,2025-11-18 08:24:07,100,0,721,721,7.21,8923,104155,113078,144.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,53,2025-11-18 08:54:08,2025-11-18 09:06:01,100,0,713,713,7.14,8923,102362,111285,143.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,54,2025-11-18 09:36:02,2025-11-18 09:47:49,99,1,712,707,7.15,8780,101228,110008,143.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,55,2025-11-18 10:17:54,2025-11-18 10:28:17,100,0,623,623,6.23,8923,90969,99892,146.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,56,2025-11-18 10:58:18,2025-11-18 11:09:04,100,0,646,646,6.46,8923,91515,100438,141.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,57,2025-11-18 11:39:04,2025-11-18 11:51:19,100,0,735,735,7.36,8923,105114,114037,142.9,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,58,2025-11-18 12:21:20,2025-11-18 12:32:06,100,0,646,646,6.47,8923,94398,103321,145.9,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,59,2025-11-18 13:02:07,2025-11-18 13:12:40,100,0,633,633,6.34,8923,93855,102778,148.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,60,2025-11-18 13:42:41,2025-11-18 13:54:00,100,0,679,679,6.80,8923,97881,106804,144.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,61,2025-11-18 14:24:01,2025-11-18 14:35:50,100,0,709,709,7.10,8923,104528,113451,147.3,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,62,2025-11-18 15:05:50,2025-11-18 15:19:23,100,0,813,813,8.13,8923,108327,117250,133.2,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,63,2025-11-18 15:49:23,2025-11-18 16:01:23,100,0,720,720,7.21,8923,105339,114262,146.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,64,2025-11-18 16:31:24,2025-11-18 16:42:14,100,0,650,650,6.50,8923,95871,104794,147.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,65,2025-11-18 17:12:15,2025-11-18 17:24:21,100,0,726,726,7.26,8923,98301,107224,135.3,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,66,2025-11-18 17:54:21,2025-11-18 18:06:39,100,0,738,738,7.39,8923,92313,101236,125.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,67,2025-11-18 18:36:40,2025-11-18 18:48:18,100,0,698,698,6.99,8923,100315,109238,143.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,68,2025-11-18 19:18:18,2025-11-18 19:28:56,100,0,638,638,6.38,8923,92825,101748,145.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,69,2025-11-18 19:58:57,2025-11-18 20:10:24,100,0,687,687,6.88,8923,96293,105216,140.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,70,2025-11-18 20:40:25,2025-11-18 20:51:12,100,0,647,647,6.48,8923,93988,102911,145.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,71,2025-11-18 21:21:12,2025-11-18 21:31:55,100,0,643,643,6.43,8923,95029,103952,147.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,72,2025-11-18 22:01:56,2025-11-18 22:13:28,100,0,692,692,6.93,8923,92975,101898,134.2,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,73,2025-11-18 22:43:28,2025-11-18 22:55:24,100,0,716,716,7.17,8923,101529,110452,141.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,74,2025-11-18 23:25:25,2025-11-18 23:37:04,100,0,699,699,7.00,8923,95978,104901,137.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,75,2025-11-19 00:07:05,2025-11-19 00:18:05,100,0,660,660,6.61,8923,90674,99597,137.2,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,76,2025-11-19 00:48:06,2025-11-19 01:00:52,100,0,766,766,7.66,8923,107748,116671,140.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,77,2025-11-19 01:30:52,2025-11-19 01:43:36,100,0,764,764,7.65,8923,101227,110150,132.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,78,2025-11-19 02:13:37,2025-11-19 02:25:05,100,0,688,688,6.88,8923,97341,106264,141.4,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,79,2025-11-19 02:55:05,2025-11-19 03:06:12,100,0,667,667,6.67,8923,92504,101427,138.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,80,2025-11-19 03:36:13,2025-11-19 03:47:25,100,0,672,672,6.73,8923,93031,101954,138.3,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,81,2025-11-19 04:17:26,2025-11-19 04:28:33,100,0,667,667,6.68,8923,96464,105387,144.5,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,82,2025-11-19 04:58:33,2025-11-19 05:10:19,100,0,706,706,7.07,8923,100034,108957,141.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,83,2025-11-19 05:40:20,2025-11-19 05:53:49,100,0,809,809,8.09,8923,115755,124678,143.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,84,2025-11-19 06:23:49,2025-11-19 06:35:43,100,0,714,714,7.14,8923,101450,110373,142.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,85,2025-11-19 07:05:44,2025-11-19 07:20:44,100,0,900,900,9.00,8923,121322,130245,134.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,86,2025-11-19 07:50:44,2025-11-19 08:02:32,100,0,708,708,7.08,8923,100684,109607,142.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,87,2025-11-19 08:32:32,2025-11-19 08:44:00,100,0,688,688,6.88,8923,95467,104390,138.7,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,88,2025-11-19 09:14:01,2025-11-19 09:25:21,100,0,680,680,6.81,8923,95023,103946,139.6,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,89,2025-11-19 09:55:22,2025-11-19 10:07:10,100,0,708,708,7.09,8923,97222,106145,137.2,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,90,2025-11-19 10:37:10,2025-11-19 10:48:26,100,0,676,676,6.77,8923,93761,102684,138.5,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,91,2025-11-19 11:18:27,2025-11-19 11:29:41,100,0,674,674,6.74,8923,96926,105849,143.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,92,2025-11-19 11:59:42,2025-11-19 12:11:10,99,1,689,688,6.95,8784,100375,109159,145.9,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,93,2025-11-19 12:41:11,2025-11-19 12:53:33,100,0,742,742,7.42,8923,108471,117394,146.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,94,2025-11-19 13:23:34,2025-11-19 13:34:25,100,0,651,651,6.52,8923,93906,102829,144.0,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,95,2025-11-19 14:04:26,2025-11-19 14:27:47,100,0,1401,1401,14.02,8923,95484,104407,68.1,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,96,2025-11-19 14:57:48,2025-11-19 15:08:21,100,0,633,633,6.33,8923,92778,101701,146.5,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,97,2025-11-19 15:38:21,2025-11-19 15:48:45,100,0,624,624,6.25,8923,91639,100562,146.7,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,98,2025-11-19 16:18:46,2025-11-19 16:31:00,100,0,734,734,7.35,8923,107426,116349,146.2,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,99,2025-11-19 17:01:01,2025-11-19 17:13:11,100,0,730,730,7.30,8923,105719,114642,144.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,100,2025-11-19 17:43:11,2025-11-19 17:54:26,100,0,675,675,6.76,8923,97256,106179,143.9,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,101,2025-11-19 18:24:27,2025-11-19 18:35:27,100,0,660,660,6.60,8923,97548,106471,147.7,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,102,2025-11-19 19:05:27,2025-11-19 19:16:11,100,0,644,644,6.45,8923,95324,104247,147.8,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,103,2025-11-19 19:46:12,2025-11-19 19:57:01,99,1,654,649,6.56,8767,95009,103776,146.2,open-mistral-7b_scheduled_paid2_2306551.out
open-mistral-7b,paid,1,2025-11-19 22:11:51,2025-11-19 22:23:28,100,0,697,697,6.97,8923,100501,109424,144.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,2,2025-11-19 22:53:28,2025-11-19 23:04:00,100,0,632,632,6.32,8923,94109,103032,148.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,3,2025-11-19 23:34:01,2025-11-19 23:45:21,100,0,680,680,6.81,8923,99959,108882,146.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,4,2025-11-20 00:15:22,2025-11-20 00:26:00,100,0,638,638,6.38,8923,92484,101407,144.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,5,2025-11-20 00:56:00,2025-11-20 01:06:44,100,0,644,644,6.45,8923,92545,101468,143.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,6,2025-11-20 01:36:45,2025-11-20 01:48:04,100,0,679,679,6.79,8923,99936,108859,147.2,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,7,2025-11-20 02:18:04,2025-11-20 02:30:45,100,0,761,761,7.61,8923,112308,121231,147.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,8,2025-11-20 03:00:45,2025-11-20 03:12:08,100,0,683,683,6.84,8923,101510,110433,148.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,9,2025-11-20 03:42:09,2025-11-20 03:52:53,100,0,644,644,6.44,8923,95702,104625,148.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,10,2025-11-20 04:22:53,2025-11-20 04:33:08,100,0,615,615,6.16,8923,91968,100891,149.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,11,2025-11-20 05:03:09,2025-11-20 05:13:38,100,0,629,629,6.29,8923,94222,103145,149.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,12,2025-11-20 05:43:38,2025-11-20 05:54:00,100,0,622,622,6.22,8923,92677,101600,148.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,13,2025-11-20 06:24:01,2025-11-20 06:35:41,100,0,700,700,7.00,8923,105784,114707,151.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,14,2025-11-20 07:05:41,2025-11-20 07:17:00,100,0,679,679,6.79,8923,101877,110800,150.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,15,2025-11-20 07:47:00,2025-11-20 07:57:29,100,0,629,629,6.30,8923,92405,101328,146.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,16,2025-11-20 08:27:30,2025-11-20 08:40:08,100,0,758,758,7.59,8923,102457,111380,135.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,17,2025-11-20 09:10:09,2025-11-20 09:21:27,100,0,678,678,6.79,8923,97479,106402,143.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,18,2025-11-20 09:51:27,2025-11-20 10:01:44,100,0,617,617,6.18,8923,92636,101559,149.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,19,2025-11-20 10:31:45,2025-11-20 10:42:51,100,0,666,666,6.67,8923,95188,104111,142.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,20,2025-11-20 11:12:52,2025-11-20 11:23:19,100,0,627,627,6.27,8923,92446,101369,147.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,21,2025-11-20 11:53:19,2025-11-20 12:05:35,100,0,736,736,7.36,8923,108599,117522,147.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,22,2025-11-20 12:35:36,2025-11-20 12:48:32,100,0,776,776,7.77,8923,111447,120370,143.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,23,2025-11-20 13:18:33,2025-11-20 13:30:13,100,0,700,700,7.00,8923,99677,108600,142.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,24,2025-11-20 14:00:13,2025-11-20 14:10:41,100,0,628,628,6.29,8923,94429,103352,150.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,25,2025-11-20 14:40:42,2025-11-20 14:51:09,100,0,627,627,6.27,8923,92513,101436,147.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,26,2025-11-20 15:21:10,2025-11-20 15:32:37,100,0,687,687,6.88,8923,100382,109305,146.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,27,2025-11-20 16:02:37,2025-11-20 16:13:51,100,0,674,674,6.74,8923,101592,110515,150.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,28,2025-11-20 16:43:52,2025-11-20 16:54:39,100,0,647,647,6.48,8923,96997,105920,149.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,29,2025-11-20 17:24:39,2025-11-20 17:34:50,100,0,611,611,6.11,8923,90358,99281,147.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,30,2025-11-20 18:04:51,2025-11-20 18:15:44,100,0,653,653,6.54,8923,96106,105029,147.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,31,2025-11-20 18:45:44,2025-11-20 18:57:37,100,0,713,713,7.13,8923,106373,115296,149.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,32,2025-11-20 19:27:38,2025-11-20 19:38:06,100,0,628,628,6.28,8923,91636,100559,145.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,33,2025-11-20 20:08:06,2025-11-20 20:20:48,100,0,762,762,7.63,8923,108882,117805,142.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,34,2025-11-20 20:50:49,2025-11-20 21:01:57,100,0,668,668,6.68,8923,98604,107527,147.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,35,2025-11-20 21:31:57,2025-11-20 21:42:44,100,0,647,647,6.48,8923,101708,110631,157.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,36,2025-11-20 22:12:45,2025-11-20 22:23:02,100,0,617,617,6.18,8923,93321,102244,151.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,37,2025-11-20 22:53:03,2025-11-20 23:03:47,100,0,644,644,6.44,8923,101181,110104,157.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,38,2025-11-20 23:33:47,2025-11-20 23:43:59,100,0,612,612,6.13,8923,93475,102398,152.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,39,2025-11-21 00:14:00,2025-11-21 00:23:41,100,0,581,581,5.81,8923,91762,100685,157.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,40,2025-11-21 00:53:41,2025-11-21 01:05:47,100,0,726,726,7.27,8923,110007,118930,151.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,41,2025-11-21 01:35:48,2025-11-21 01:46:39,100,0,651,651,6.52,8923,101427,110350,155.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,42,2025-11-21 02:16:40,2025-11-21 02:27:43,100,0,663,663,6.64,8923,96616,105539,145.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,43,2025-11-21 02:57:44,2025-11-21 03:07:48,100,0,604,604,6.05,8923,93870,102793,155.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,44,2025-11-21 03:37:48,2025-11-21 03:49:02,99,1,675,674,6.82,8792,105708,114500,156.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,45,2025-11-21 04:19:04,2025-11-21 04:29:32,100,0,628,628,6.28,8923,100262,109185,159.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,46,2025-11-21 04:59:32,2025-11-21 05:10:20,100,0,648,648,6.49,8923,103570,112493,159.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,47,2025-11-21 05:40:21,2025-11-21 05:50:14,100,0,593,593,5.94,8923,95017,103940,160.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,48,2025-11-21 06:20:15,2025-11-21 06:30:41,100,0,626,626,6.27,8923,101711,110634,162.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,49,2025-11-21 07:00:42,2025-11-21 07:10:28,100,0,586,586,5.87,8923,93161,102084,158.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,50,2025-11-21 07:40:29,2025-11-21 07:50:41,100,0,612,612,6.13,8923,98740,107663,161.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,51,2025-11-21 08:20:42,2025-11-21 08:30:49,100,0,607,607,6.07,8923,94935,103858,156.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,52,2025-11-21 09:00:49,2025-11-21 09:10:53,100,0,604,604,6.05,8923,96627,105550,159.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,53,2025-11-21 09:40:54,2025-11-21 09:50:48,100,0,594,594,5.94,8923,95531,104454,160.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,54,2025-11-21 10:20:49,2025-11-21 10:31:13,100,0,624,624,6.24,8923,99491,108414,159.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,55,2025-11-21 11:01:13,2025-11-21 11:11:57,100,0,644,644,6.44,8923,98756,107679,153.2,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,56,2025-11-21 11:41:58,2025-11-21 11:52:59,100,0,661,661,6.62,8923,102086,111009,154.2,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,57,2025-11-21 12:22:59,2025-11-21 12:33:09,100,0,610,610,6.11,8923,96562,105485,158.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,58,2025-11-21 13:03:11,2025-11-21 13:14:00,100,0,649,649,6.49,8923,98702,107625,152.1,open-mistral-7b_scheduled_paid3_2318101.out
