Type,Model,GPU,Run,Metric,Value
Local,Mistral-Nemo-Instruct-2407,A100-80GB,1,Distance,1.790623
Local,Mistral-Nemo-Instruct-2407,A100-80GB,2,Distance,1.828992
Local,Mistral-Nemo-Instruct-2407,A100-80GB,3,Distance,1.795665
Local,Mistral-Nemo-Instruct-2407,A100-80GB,4,Distance,1.812003
Local,Mistral-Nemo-Instruct-2407,A100-80GB,5,Distance,1.814218
Local,Mistral-Nemo-Instruct-2407,A100-80GB,6,Distance,1.783351
Local,Mistral-Nemo-Instruct-2407,A100-80GB,7,Distance,1.778536
Local,Mistral-Nemo-Instruct-2407,A100-80GB,8,Distance,1.791964
Local,Mistral-Nemo-Instruct-2407,A100-80GB,9,Distance,1.776297
Local,Mistral-Nemo-Instruct-2407,A100-80GB,10,Distance,1.788225
Local,Mistral-Nemo-Instruct-2407,A100-80GB,1,Energy,0.505294
Local,Mistral-Nemo-Instruct-2407,A100-80GB,2,Energy,0.516121
Local,Mistral-Nemo-Instruct-2407,A100-80GB,3,Energy,0.506717
Local,Mistral-Nemo-Instruct-2407,A100-80GB,4,Energy,0.511327
Local,Mistral-Nemo-Instruct-2407,A100-80GB,5,Energy,0.511952
Local,Mistral-Nemo-Instruct-2407,A100-80GB,6,Energy,0.503242
Local,Mistral-Nemo-Instruct-2407,A100-80GB,7,Energy,0.501883
Local,Mistral-Nemo-Instruct-2407,A100-80GB,8,Energy,0.505672
Local,Mistral-Nemo-Instruct-2407,A100-80GB,9,Energy,0.501251
Local,Mistral-Nemo-Instruct-2407,A100-80GB,10,Energy,0.504617
Local,Mistral-Nemo-Instruct-2407,A100-80GB,1,Time,01:00:36
Local,Mistral-Nemo-Instruct-2407,A100-80GB,2,Time,01:00:17
Local,Mistral-Nemo-Instruct-2407,A100-80GB,3,Time,01:00:02
Local,Mistral-Nemo-Instruct-2407,A100-80GB,4,Time,01:00:36
Local,Mistral-Nemo-Instruct-2407,A100-80GB,5,Time,01:00:06
Local,Mistral-Nemo-Instruct-2407,A100-80GB,6,Time,01:00:16
Local,Mistral-Nemo-Instruct-2407,A100-80GB,7,Time,01:00:07
Local,Mistral-Nemo-Instruct-2407,A100-80GB,8,Time,00:59:56
Local,Mistral-Nemo-Instruct-2407,A100-80GB,9,Time,01:00:04
Local,Mistral-Nemo-Instruct-2407,A100-80GB,10,Time,01:00:03
Local,Mistral-Nemo-Instruct-2407,A100-PCI,1,CO2eq,164.794241
Local,Mistral-Nemo-Instruct-2407,A100-PCI,2,CO2eq,166.843978
Local,Mistral-Nemo-Instruct-2407,A100-PCI,3,CO2eq,166.102701
Local,Mistral-Nemo-Instruct-2407,A100-PCI,4,CO2eq,166.800449
Local,Mistral-Nemo-Instruct-2407,A100-PCI,5,CO2eq,165.699278
Local,Mistral-Nemo-Instruct-2407,A100-PCI,6,CO2eq,165.376543
Local,Mistral-Nemo-Instruct-2407,A100-PCI,7,CO2eq,164.186024
Local,Mistral-Nemo-Instruct-2407,A100-PCI,8,CO2eq,165.643289
Local,Mistral-Nemo-Instruct-2407,A100-PCI,9,CO2eq,166.174124
Local,Mistral-Nemo-Instruct-2407,A100-PCI,10,CO2eq,165.083342
Local,Mistral-Nemo-Instruct-2407,A100-PCI,1,Distance,1.53297
Local,Mistral-Nemo-Instruct-2407,A100-PCI,2,Distance,1.552037
Local,Mistral-Nemo-Instruct-2407,A100-PCI,3,Distance,1.545141
Local,Mistral-Nemo-Instruct-2407,A100-PCI,4,Distance,1.551632
Local,Mistral-Nemo-Instruct-2407,A100-PCI,5,Distance,1.541389
Local,Mistral-Nemo-Instruct-2407,A100-PCI,6,Distance,1.538386
Local,Mistral-Nemo-Instruct-2407,A100-PCI,7,Distance,1.527312
Local,Mistral-Nemo-Instruct-2407,A100-PCI,8,Distance,1.540868
Local,Mistral-Nemo-Instruct-2407,A100-PCI,9,Distance,1.545806
Local,Mistral-Nemo-Instruct-2407,A100-PCI,10,Distance,1.535659
Local,Mistral-Nemo-Instruct-2407,A100-PCI,1,Energy,0.432587
Local,Mistral-Nemo-Instruct-2407,A100-PCI,2,Energy,0.437968
Local,Mistral-Nemo-Instruct-2407,A100-PCI,3,Energy,0.436022
Local,Mistral-Nemo-Instruct-2407,A100-PCI,4,Energy,0.437853
Local,Mistral-Nemo-Instruct-2407,A100-PCI,5,Energy,0.434963
Local,Mistral-Nemo-Instruct-2407,A100-PCI,6,Energy,0.434116
Local,Mistral-Nemo-Instruct-2407,A100-PCI,7,Energy,0.43099
Local,Mistral-Nemo-Instruct-2407,A100-PCI,8,Energy,0.434816
Local,Mistral-Nemo-Instruct-2407,A100-PCI,9,Energy,0.436209
Local,Mistral-Nemo-Instruct-2407,A100-PCI,10,Energy,0.433346
Local,Mistral-Nemo-Instruct-2407,A100-PCI,1,Time,01:06:28
Local,Mistral-Nemo-Instruct-2407,A100-PCI,2,Time,01:07:06
Local,Mistral-Nemo-Instruct-2407,A100-PCI,3,Time,01:06:51
Local,Mistral-Nemo-Instruct-2407,A100-PCI,4,Time,01:07:06
Local,Mistral-Nemo-Instruct-2407,A100-PCI,5,Time,01:06:41
Local,Mistral-Nemo-Instruct-2407,A100-PCI,6,Time,01:06:35
Local,Mistral-Nemo-Instruct-2407,A100-PCI,7,Time,01:06:15
Local,Mistral-Nemo-Instruct-2407,A100-PCI,8,Time,01:06:38
Local,Mistral-Nemo-Instruct-2407,A100-PCI,9,Time,01:06:56
Local,Mistral-Nemo-Instruct-2407,A100-PCI,10,Time,01:06:38
Local,Mistral-Nemo-Instruct-2407,H100,1,CO2eq,176.757156
Local,Mistral-Nemo-Instruct-2407,H100,2,CO2eq,175.03579
Local,Mistral-Nemo-Instruct-2407,H100,3,CO2eq,171.252724
Local,Mistral-Nemo-Instruct-2407,H100,4,CO2eq,173.074558
Local,Mistral-Nemo-Instruct-2407,H100,5,CO2eq,172.401503
Local,Mistral-Nemo-Instruct-2407,H100,6,CO2eq,177.512347
Local,Mistral-Nemo-Instruct-2407,H100,7,CO2eq,176.145445
Local,Mistral-Nemo-Instruct-2407,H100,8,CO2eq,170.686446
Local,Mistral-Nemo-Instruct-2407,H100,9,CO2eq,173.427091
Local,Mistral-Nemo-Instruct-2407,H100,10,CO2eq,172.011405
Local,Mistral-Nemo-Instruct-2407,H100,1,Distance,1.644253
Local,Mistral-Nemo-Instruct-2407,H100,2,Distance,1.62824
Local,Mistral-Nemo-Instruct-2407,H100,3,Distance,1.593049
Local,Mistral-Nemo-Instruct-2407,H100,4,Distance,1.609996
Local,Mistral-Nemo-Instruct-2407,H100,5,Distance,1.603735
Local,Mistral-Nemo-Instruct-2407,H100,6,Distance,1.651278
Local,Mistral-Nemo-Instruct-2407,H100,7,Distance,1.638562
Local,Mistral-Nemo-Instruct-2407,H100,8,Distance,1.587781
Local,Mistral-Nemo-Instruct-2407,H100,9,Distance,1.613275
Local,Mistral-Nemo-Instruct-2407,H100,10,Distance,1.600106
Local,Mistral-Nemo-Instruct-2407,H100,1,Energy,0.46399
Local,Mistral-Nemo-Instruct-2407,H100,2,Energy,0.459471
Local,Mistral-Nemo-Instruct-2407,H100,3,Energy,0.449541
Local,Mistral-Nemo-Instruct-2407,H100,4,Energy,0.454323
Local,Mistral-Nemo-Instruct-2407,H100,5,Energy,0.452556
Local,Mistral-Nemo-Instruct-2407,H100,6,Energy,0.465972
Local,Mistral-Nemo-Instruct-2407,H100,7,Energy,0.462384
Local,Mistral-Nemo-Instruct-2407,H100,8,Energy,0.448054
Local,Mistral-Nemo-Instruct-2407,H100,9,Energy,0.455248
Local,Mistral-Nemo-Instruct-2407,H100,10,Energy,0.451532
Local,Mistral-Nemo-Instruct-2407,H100,1,Time,00:35:58
Local,Mistral-Nemo-Instruct-2407,H100,2,Time,00:36:14
Local,Mistral-Nemo-Instruct-2407,H100,3,Time,00:35:37
Local,Mistral-Nemo-Instruct-2407,H100,4,Time,00:35:13
Local,Mistral-Nemo-Instruct-2407,H100,5,Time,00:35:11
Local,Mistral-Nemo-Instruct-2407,H100,6,Time,00:36:04
Local,Mistral-Nemo-Instruct-2407,H100,7,Time,00:35:48
Local,Mistral-Nemo-Instruct-2407,H100,8,Time,00:35:58
Local,Mistral-Nemo-Instruct-2407,H100,9,Time,00:35:18
Local,Mistral-Nemo-Instruct-2407,H100,10,Time,00:35:23
Local,Mistral-Nemo-Instruct-2407,H100-PCI,1,CO2eq,146.128404
Local,Mistral-Nemo-Instruct-2407,H100-PCI,2,CO2eq,147.76855
Local,Mistral-Nemo-Instruct-2407,H100-PCI,3,CO2eq,148.286076
Local,Mistral-Nemo-Instruct-2407,H100-PCI,4,CO2eq,147.429072
Local,Mistral-Nemo-Instruct-2407,H100-PCI,5,CO2eq,150.06834
Local,Mistral-Nemo-Instruct-2407,H100-PCI,6,CO2eq,148.552847
Local,Mistral-Nemo-Instruct-2407,H100-PCI,7,CO2eq,145.602133
Local,Mistral-Nemo-Instruct-2407,H100-PCI,8,CO2eq,148.323631
Local,Mistral-Nemo-Instruct-2407,H100-PCI,9,CO2eq,150.323361
Local,Mistral-Nemo-Instruct-2407,H100-PCI,10,CO2eq,145.994341
Local,Mistral-Nemo-Instruct-2407,H100-PCI,1,Distance,1.359334
Local,Mistral-Nemo-Instruct-2407,H100-PCI,2,Distance,1.374591
Local,Mistral-Nemo-Instruct-2407,H100-PCI,3,Distance,1.379405
Local,Mistral-Nemo-Instruct-2407,H100-PCI,4,Distance,1.371433
Local,Mistral-Nemo-Instruct-2407,H100-PCI,5,Distance,1.395985
Local,Mistral-Nemo-Instruct-2407,H100-PCI,6,Distance,1.381887
Local,Mistral-Nemo-Instruct-2407,H100-PCI,7,Distance,1.354438
Local,Mistral-Nemo-Instruct-2407,H100-PCI,8,Distance,1.379755
Local,Mistral-Nemo-Instruct-2407,H100-PCI,9,Distance,1.398357
Local,Mistral-Nemo-Instruct-2407,H100-PCI,10,Distance,1.358087
Local,Mistral-Nemo-Instruct-2407,H100-PCI,1,Energy,0.383589
Local,Mistral-Nemo-Instruct-2407,H100-PCI,2,Energy,0.387894
Local,Mistral-Nemo-Instruct-2407,H100-PCI,3,Energy,0.389253
Local,Mistral-Nemo-Instruct-2407,H100-PCI,4,Energy,0.387003
Local,Mistral-Nemo-Instruct-2407,H100-PCI,5,Energy,0.393931
Local,Mistral-Nemo-Instruct-2407,H100-PCI,6,Energy,0.389953
Local,Mistral-Nemo-Instruct-2407,H100-PCI,7,Energy,0.382208
Local,Mistral-Nemo-Instruct-2407,H100-PCI,8,Energy,0.389351
Local,Mistral-Nemo-Instruct-2407,H100-PCI,9,Energy,0.394601
Local,Mistral-Nemo-Instruct-2407,H100-PCI,10,Energy,0.383237
Local,Mistral-Nemo-Instruct-2407,H100-PCI,1,Time,00:39:09
Local,Mistral-Nemo-Instruct-2407,H100-PCI,2,Time,00:39:10
Local,Mistral-Nemo-Instruct-2407,H100-PCI,3,Time,00:39:11
Local,Mistral-Nemo-Instruct-2407,H100-PCI,4,Time,00:39:11
Local,Mistral-Nemo-Instruct-2407,H100-PCI,5,Time,00:39:32
Local,Mistral-Nemo-Instruct-2407,H100-PCI,6,Time,00:39:14
Local,Mistral-Nemo-Instruct-2407,H100-PCI,7,Time,00:38:56
Local,Mistral-Nemo-Instruct-2407,H100-PCI,8,Time,00:39:16
Local,Mistral-Nemo-Instruct-2407,H100-PCI,9,Time,00:39:34
Local,Mistral-Nemo-Instruct-2407,H100-PCI,10,Time,00:39:01
Local,Mistral-Nemo-Instruct-2407,H200,1,CO2eq,170.086913
Local,Mistral-Nemo-Instruct-2407,H200,2,CO2eq,169.186128
Local,Mistral-Nemo-Instruct-2407,H200,3,CO2eq,164.650671
Local,Mistral-Nemo-Instruct-2407,H200,4,CO2eq,167.862283
Local,Mistral-Nemo-Instruct-2407,H200,5,CO2eq,172.185461
Local,Mistral-Nemo-Instruct-2407,H200,6,CO2eq,169.989836
Local,Mistral-Nemo-Instruct-2407,H200,7,CO2eq,170.021785
Local,Mistral-Nemo-Instruct-2407,H200,8,CO2eq,172.337743
Local,Mistral-Nemo-Instruct-2407,H200,9,CO2eq,169.607875
Local,Mistral-Nemo-Instruct-2407,H200,10,CO2eq,164.653347
Local,Mistral-Nemo-Instruct-2407,H200,1,Distance,1.582204
Local,Mistral-Nemo-Instruct-2407,H200,2,Distance,1.573824
Local,Mistral-Nemo-Instruct-2407,H200,3,Distance,1.531634
Local,Mistral-Nemo-Instruct-2407,H200,4,Distance,1.56151
Local,Mistral-Nemo-Instruct-2407,H200,5,Distance,1.601725
Local,Mistral-Nemo-Instruct-2407,H200,6,Distance,1.581301
Local,Mistral-Nemo-Instruct-2407,H200,7,Distance,1.581598
Local,Mistral-Nemo-Instruct-2407,H200,8,Distance,1.603142
Local,Mistral-Nemo-Instruct-2407,H200,9,Distance,1.577748
Local,Mistral-Nemo-Instruct-2407,H200,10,Distance,1.531659
Local,Mistral-Nemo-Instruct-2407,H200,1,Energy,0.44648
Local,Mistral-Nemo-Instruct-2407,H200,2,Energy,0.444116
Local,Mistral-Nemo-Instruct-2407,H200,3,Energy,0.43221
Local,Mistral-Nemo-Instruct-2407,H200,4,Energy,0.440641
Local,Mistral-Nemo-Instruct-2407,H200,5,Energy,0.451989
Local,Mistral-Nemo-Instruct-2407,H200,6,Energy,0.446226
Local,Mistral-Nemo-Instruct-2407,H200,7,Energy,0.446309
Local,Mistral-Nemo-Instruct-2407,H200,8,Energy,0.452389
Local,Mistral-Nemo-Instruct-2407,H200,9,Energy,0.445223
Local,Mistral-Nemo-Instruct-2407,H200,10,Energy,0.432217
Local,Mistral-Nemo-Instruct-2407,H200,1,Time,00:33:44
Local,Mistral-Nemo-Instruct-2407,H200,2,Time,00:33:30
Local,Mistral-Nemo-Instruct-2407,H200,3,Time,00:33:42
Local,Mistral-Nemo-Instruct-2407,H200,4,Time,00:33:36
Local,Mistral-Nemo-Instruct-2407,H200,5,Time,00:33:36
Local,Mistral-Nemo-Instruct-2407,H200,6,Time,00:33:33
Local,Mistral-Nemo-Instruct-2407,H200,7,Time,00:33:31
Local,Mistral-Nemo-Instruct-2407,H200,8,Time,00:33:52
Local,Mistral-Nemo-Instruct-2407,H200,9,Time,00:33:30
Local,Mistral-Nemo-Instruct-2407,H200,10,Time,00:33:50
